OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu00205,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,MLE1-12_unclassified,MLE1-12_unclassified,unclassified unclassified
Otu00206,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Aquirestis,Aquirestis calciphila
Otu00207,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu00208,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu00209,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas oryziterrae
Otu00210,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00211,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas wittichii
Otu00212,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,unclassified unclassified
Otu00213,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas umsongensis
Otu00214,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu00215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter aestuarii
Otu00216,Bacteria,Gemmatimonadetes,Gemm-2,Gemm-2_unclassified,Gemm-2_unclassified,Gemm-2_unclassified,unclassified unclassified
Otu00217,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,Inhella inkyongensis
Otu00218,Bacteria,Chloroflexi,Anaerolineae,SHA-20,SHA-20_unclassified,SHA-20_unclassified,unclassified unclassified
Otu00219,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas communis
Otu00220,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,Rhodovastum atsumiense
Otu00221,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00222,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula unclassified
Otu00223,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,unclassified unclassified
Otu00224,Bacteria,Gemmatimonadetes,Gemm-1,Gemm-1_unclassified,Gemm-1_unclassified,Gemm-1_unclassified,unclassified unclassified
Otu00225,Bacteria,Acidobacteria,Solibacteres,Solibacterales,(Bryobacteraceae),(Bryobacteraceae)_unclassified,unclassified unclassified
Otu00226,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu00227,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_unclassified,JG30-KF-CM45_unclassified,unclassified unclassified
Otu00228,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ginsengisoli
Otu00229,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,unclassified unclassified
Otu00230,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Gulbenkiania,Gulbenkiania mobilis
Otu00231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00232,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
Otu00233,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu00234,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,mb2424_unclassified,unclassified unclassified
Otu00235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter unclassified
Otu00236,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia Rickettsia endosymbiont of Deronectes platynotus
Otu00237,Bacteria,Cyanobacteria,4C0d-2,SM2F09,SM2F09_unclassified,SM2F09_unclassified,unclassified unclassified
Otu00238,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonadaceae_unclassified,unclassified unclassified
Otu00239,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,unclassified unclassified
Otu00240,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu00241,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00242,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium unclassified
Otu00243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00244,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira restricta
Otu00245,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Niabella,Niabella unclassified
Otu00246,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00247,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu00248,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00249,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00250,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium unclassified
Otu00251,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,planctomycete MS1399
Otu00252,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus,Craurococcus roseus
Otu00253,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium unclassified
Otu00254,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu00255,Bacteria,Verrucomicrobia,Opitutae,(Cerasicoccales),(Cerasicoccaceae),(Cerasicoccaceae)_unclassified,unclassified unclassified
Otu00256,Bacteria,Acidobacteria,Sva0725,Sva0725,Sva0725_unclassified,Sva0725_unclassified,unclassified unclassified
Otu00257,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Rhodoblastus,Rhodoblastus acidophilus
Otu00258,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Sinobacteraceae_unclassified,unclassified unclassified
Otu00259,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00260,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00261,Bacteria,Proteobacteria,Betaproteobacteria,MND1,MND1_unclassified,MND1_unclassified,unclassified unclassified
Otu00262,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,Spirobacillales_unclassified,Spirobacillales_unclassified,unclassified unclassified
Otu00263,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu00264,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,Rubrivivax unclassified
Otu00265,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu00266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00267,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,MLE1-12_unclassified,MLE1-12_unclassified,unclassified unclassified
Otu00268,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Lutibacterium,Lutibacterium unclassified
Otu00269,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,unclassified unclassified
Otu00270,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaligenes
Otu00271,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00272,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00273,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,RB40_unclassified,unclassified unclassified
Otu00274,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,unclassified unclassified
Otu00275,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,CCU21_unclassified,CCU21_unclassified,unclassified unclassified
Otu00276,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,(Weeksellaceae),Bergeyella,Bergeyella zoohelcum
Otu00277,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu00278,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00279,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,FAC87_unclassified,FAC87_unclassified,unclassified unclassified
Otu00280,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter composti
Otu00281,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu00282,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00283,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula unclassified
Otu00284,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis unclassified
Otu00285,Bacteria,Proteobacteria,Gammaproteobacteria,(Marinicellales),(Marinicellaceae),(Marinicellaceae)_unclassified,unclassified unclassified
Otu00286,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu00287,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu00288,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Fulvimonas,Fulvimonas soli
Otu00289,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia,Kerstersia gyiorum
Otu00290,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Lutibacterium,Lutibacterium unclassified
Otu00291,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Sinobacteraceae_unclassified,unclassified unclassified
Otu00292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium unclassified
Otu00293,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00294,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified,unclassified unclassified
Otu00295,Bacteria,Chloroflexi,Chloroflexi,(Roseiflexales),(Roseiflexales)_unclassified,(Roseiflexales)_unclassified,unclassified unclassified
Otu00296,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,unclassified unclassified
Otu00297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
Otu00298,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella unclassified
Otu00299,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Niabella,Niabella unclassified
Otu00300,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,MLE1-12_unclassified,MLE1-12_unclassified,unclassified unclassified
Otu00301,Bacteria,Proteobacteria,Betaproteobacteria,MWH-UniP1,MWH-UniP1_unclassified,MWH-UniP1_unclassified,unclassified unclassified
Otu00302,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu00303,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu00304,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00305,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu00306,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis
Otu00307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,Anaerospora unclassified
Otu00308,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu00309,Bacteria,(Thermi),Deinococci,Deinococcales,Trueperaceae,B-42,B-42 unclassified
Otu00310,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Sinobacteraceae_unclassified,unclassified unclassified
Otu00311,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas unclassified
Otu00312,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes unclassified
Otu00313,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Xenococcaceae_unclassified,unclassified unclassified
Otu00314,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus jejuensis
Otu00315,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Ellin329_unclassified,Ellin329_unclassified,unclassified unclassified
Otu00316,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens
Otu00317,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu00318,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,Vogesella unclassified
Otu00319,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00320,Bacteria,Planctomycetes,OM190,CL500-15,CL500-15_unclassified,CL500-15_unclassified,unclassified unclassified
Otu00321,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis unclassified
Otu00322,Bacteria,Proteobacteria,Betaproteobacteria,MND1,MND1_unclassified,MND1_unclassified,unclassified unclassified
Otu00323,Bacteria,Acidobacteria,Solibacteres,Solibacterales,AKIW659,AKIW659_unclassified,unclassified unclassified
Otu00324,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Lacibacter,Lacibacter cauensis
Otu00325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00326,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus unclassified
Otu00327,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,unclassified unclassified
Otu00328,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter unclassified
Otu00329,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Zoogloea unclassified
Otu00330,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes unclassified
Otu00331,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia,Yonghaparkia unclassified
Otu00332,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu00333,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,unclassified unclassified
Otu00334,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,planctomycete MS3332
Otu00335,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu00336,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,125ds10,125ds10_unclassified,unclassified unclassified
Otu00337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium unclassified
Otu00338,Bacteria,Acidobacteria,(Chloracidobacteria),PK29,PK29_unclassified,PK29_unclassified,unclassified unclassified
Otu00339,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Clavibacter,Clavibacter unclassified
Otu00340,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium unclassified
Otu00341,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales_unclassified,Phycisphaerales_unclassified,unclassified unclassified
Otu00342,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Xenococcaceae_unclassified,unclassified unclassified
Otu00343,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas unclassified
Otu00344,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu00345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu00346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Tanticharoenia,Tanticharoenia sakaeratensis
Otu00347,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,Mycoplana unclassified
Otu00348,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Lacibacter,Lacibacter cauensis
Otu00349,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,Rickettsiella unclassified
Otu00350,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,unclassified unclassified
Otu00351,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,Leptolyngbya unclassified
Otu00352,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,Polyangium spumosum
Otu00353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified,unclassified unclassified
Otu00354,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu00355,Bacteria,Planctomycetes,OM190,agg27,agg27_unclassified,agg27_unclassified,unclassified unclassified
Otu00356,Bacteria,Gemmatimonadetes,Gemm-1,Gemm-1_unclassified,Gemm-1_unclassified,Gemm-1_unclassified,unclassified unclassified
Otu00357,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ginsengisoli
Otu00358,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu00359,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,JTB38,JTB38_unclassified,unclassified unclassified
Otu00360,Bacteria,Acidobacteria,Solibacteres,Solibacterales,(Bryobacteraceae),Bryobacter,Bryobacter unclassified
Otu00361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,unclassified unclassified
Otu00362,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu00363,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
