OTU;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;s11;s12;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s31;s32;s33;s34;s35;s36;s37;s38;s39;s40;s41;s42;s43;s44;s45;s13;s46;s47;s48;s49;s50;s51;s52;s53;s54;s55;s56;s57;s58;s59;s60;s61;s62;s63;s64;s65;s66;s67;s68;s69;s70;s71;s72;s73;s74;s75;s76;s77;s78;s79;s80;s81;s82;s83;s84;s85;s86;s87;s88;s89;s90;s91;s92;s93;s94;s95;s96;s97;s98;s99;s100;s101;s102;s103;s104;s105;s106;s107;s108;s109;s110
Otu00052;16;165;155;50;0;75;4;85;90;57;54;12;2;0;41;131;78;28;11;12;27;45;55;17;54;34;69;74;2;43;1;10;59;1;119;59;0;0;88;120;80;0;99;0;4;10;21;184;102;35;1;57;23;8;53;11;85;38;6;36;6;109;103;6;10;132;216;15;4;118;94;76;130;110;132;9;179;25;6;89;14;46;29;226;88;137;30;90;203;23;157;107;93;211;18;128;23;15;21;209;224;169;70;53;62;104;35;33;45;107
Otu00053;21;38;192;14;3;16;1;71;101;86;61;25;0;1;78;256;128;20;2;19;49;77;104;17;271;68;37;89;0;71;4;4;136;3;166;122;2;0;29;78;17;0;15;0;2;6;8;97;106;65;2;155;9;2;54;22;121;14;1;15;17;43;82;2;3;143;247;11;19;27;95;94;41;225;528;2;42;8;0;46;5;67;19;98;64;82;5;68;207;0;63;144;111;33;16;241;2;4;0;166;209;142;45;61;46;16;7;7;41;178
Otu00054;6;891;6;11;7;8;3;4;2;15;1;16;2;15;50;3;2;4;3;2;14;23;24;0;0;20;43;39;35;6;4;117;53;0;57;1;4;2;74;10;49;4;55;5;4;59;13;89;84;77;98;4;47;13;103;8;320;0;319;21;11;58;47;166;1;39;13;31;2;47;36;25;55;6;37;114;92;2;7;82;146;32;36;252;129;253;2;65;5;14;166;7;17;909;14;56;16;17;20;54;71;78;19;7;17;377;129;187;5;12
Otu00055;6;14;71;6;0;9;1;24;46;375;30;47;0;1;417;265;194;15;6;12;222;176;165;3;11;171;29;417;8;35;1;2;135;1;0;128;0;2;71;85;0;0;19;0;4;3;3;41;107;8;0;40;26;6;122;20;11;3;14;5;3;20;164;5;0;13;115;2;5;7;93;106;6;115;0;15;11;12;0;17;16;241;0;27;62;35;8;405;8;7;126;205;16;24;10;233;8;8;4;290;338;282;5;8;1;32;9;15;13;95
Otu00056;199;1;0;7;2;16;10;36;84;4;68;0;0;1156;10;20;75;259;297;285;3;25;81;0;23;5;17;1;0;29;216;102;132;3;0;25;556;1;8;6;3;4;4;125;189;11;5;0;0;1;0;0;16;12;11;0;5;216;4;69;138;21;25;21;3;6;16;109;209;57;15;67;1;4;59;0;2;140;315;65;19;36;221;1;25;0;228;23;2;269;8;2;1;0;20;1;20;31;26;3;2;5;0;0;2;0;0;0;100;17
Otu00057;0;2;0;1;6;0;290;0;1;3;1;0;0;33;0;4;21;0;2;0;13;12;51;0;0;46;1722;0;0;2;30;33;16;88;35;9;7;741;23;1;3;2693;35;12;5;3;4;4;0;0;2;0;39;2;5;0;0;10;0;3;4;23;66;61;0;3;23;0;14;93;11;25;0;10;0;0;0;0;0;11;0;8;14;0;0;0;0;61;0;0;0;0;0;16;3;0;5;0;4;18;137;22;3;21;6;1;20;18;2;6
Otu00058;4;3;33;21;0;63;0;44;44;42;11;3;10;0;25;312;112;21;1;16;5;133;146;32;0;26;10;8;3;21;2;0;63;0;0;128;0;2;84;76;0;0;6;0;9;4;114;7;747;12;0;702;4;44;5;36;24;12;5;12;17;0;272;2;15;26;159;5;10;0;63;49;14;42;3;2;4;0;0;0;0;74;5;0;55;2;5;63;1206;15;71;396;58;4;18;99;32;14;4;177;146;144;16;19;17;3;14;3;7;22
Otu00059;84;2;0;84;300;387;665;81;56;0;59;0;28;142;0;0;0;9;10;12;0;0;0;0;0;0;0;0;0;13;64;92;9;22;0;4;149;3;0;12;30;21;0;66;85;811;310;6;7;3;14;18;122;116;0;4;0;64;0;13;4;0;0;0;0;0;0;25;31;1;2;0;0;0;2;0;0;25;25;0;2;0;0;0;10;0;61;0;0;163;0;0;13;5;742;1;381;326;302;4;2;3;7;15;10;3;9;12;18;1
Otu00060;49;16;58;29;0;41;1;83;239;79;114;177;4;0;372;68;32;35;24;42;201;61;69;0;0;34;0;345;4;64;1;3;3;3;0;179;0;1;88;222;24;0;2;0;0;5;45;9;121;24;3;310;2;13;11;8;21;18;2;9;33;7;60;4;17;67;53;1;25;2;59;128;175;50;13;3;269;29;0;9;2;97;3;373;35;266;28;71;155;0;25;53;33;46;1;11;36;10;13;36;50;24;62;64;50;60;14;20;43;61
Otu00061;87;0;15;211;0;212;0;119;247;13;126;338;0;0;322;9;19;88;48;79;456;10;18;0;0;7;0;247;50;72;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;18;2;11;0;467;0;46;34;6;3;17;281;6;13;3;138;1;23;17;318;11;0;0;73;280;0;0;3;136;5;90;121;75;455;246;2;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;121;9
Otu00062;20;210;26;39;0;9;2;24;71;40;58;248;0;1;120;26;8;5;3;10;196;21;15;0;0;38;41;390;22;28;7;5;37;47;0;12;4;2;66;14;7;0;211;2;1;3;8;308;46;0;8;16;3;1;64;1;16;9;60;3;5;160;23;42;3;15;38;6;0;85;82;97;74;39;68;48;133;12;11;74;242;41;97;742;67;416;24;57;14;4;29;17;11;55;3;9;6;6;5;51;62;66;6;1;0;59;7;7;41;46
Otu00063;3;6;145;34;0;72;0;7;5;2;0;0;0;0;1;0;1;0;3;0;0;0;4;0;0;0;0;0;0;0;1;4;1;0;0;42;0;0;0;8;0;0;0;0;0;0;2;7;3;1;0;2;0;2;13;318;4;0;3;0;0;3;0;0;0;0;1;0;0;0;2;8;0;0;0;0;0;1;0;7;0;56;0;0;387;0;3;101;0;31;363;801;13;10;7;5;50;29;31;73;69;82;188;157;340;25;2226;28;0;3
Otu00064;4;5;116;3;0;2;2;4;23;36;21;0;0;0;6;207;186;8;8;10;2;31;70;74;42;62;70;10;2;22;0;2;76;0;185;100;2;0;131;161;36;0;76;0;7;4;9;236;220;6;0;60;4;10;80;6;43;1;0;18;10;73;129;2;2;104;180;4;10;37;119;148;2;294;184;5;3;0;0;96;15;88;6;4;58;7;8;128;125;13;244;111;1;19;13;190;23;19;11;165;185;138;11;7;9;14;10;6;16;204
Otu00065;70;4;21;38;49;83;60;106;73;98;46;0;0;22;2;58;55;33;68;64;0;66;80;13;35;100;177;0;11;113;41;8;44;1;17;17;20;0;13;44;27;1;38;29;14;70;49;69;172;45;0;79;108;65;198;37;163;55;0;82;124;197;103;8;1;196;188;32;42;48;140;70;0;76;229;4;1;12;9;10;1;28;8;1;28;2;6;52;118;70;75;48;30;0;77;38;92;77;55;45;41;34;13;22;8;0;21;0;127;50
Otu00066;88;1;4;170;231;232;351;67;36;0;101;0;6;258;0;0;0;37;9;9;0;0;0;0;0;0;1;0;0;99;59;36;6;21;0;6;224;4;0;4;10;23;0;87;93;447;168;0;3;4;1;8;445;457;5;3;1;108;4;241;12;0;0;1;0;0;1;32;20;0;0;0;0;0;0;0;0;43;70;0;1;2;2;1;11;0;151;6;7;108;2;4;2;3;236;3;204;218;226;2;0;0;6;8;6;0;1;0;133;0
Otu00067;0;0;1989;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;0;0;0;3;27;0;0;6;0;0;0;5;1;5;2;0;0;767;1;0;0;23;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9;40;4;82;6;171;0;0;2223;0;5;144;0;1;7;85;11;0;0;2;0;0;0;6;0;2;3;6;4;0;0;0;0;17
Otu00068;64;2;7;40;69;62;64;117;49;38;40;0;0;40;0;26;29;49;110;115;0;76;116;0;10;55;77;0;0;104;86;6;32;0;41;10;20;0;14;31;34;0;17;27;15;59;58;36;76;17;0;25;127;92;139;23;132;48;1;208;330;139;96;8;0;197;147;147;143;94;83;71;0;61;182;2;1;24;35;26;5;44;51;0;6;0;25;28;99;132;92;46;20;0;105;35;46;52;39;38;30;23;6;8;4;0;14;0;104;59
Otu00069;12;2;395;25;2;3;2;9;8;18;4;0;0;0;0;76;49;0;2;0;0;25;17;24;0;39;12;0;1;16;2;0;176;1;0;22;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;2;0;1;18;0;0;0;0;27;1;0;3;58;0;6;0;55;130;0;441;21;0;0;31;0;0;0;317;0;0;143;0;18;410;2;1;173;131;12;0;0;575;3;7;2;481;331;322;2;5;2;0;0;0;11;932
Otu00070;20;7;4;10;60;7;24;17;20;3;13;0;0;181;6;2;7;10;21;26;5;8;19;0;18;0;7;2;2;16;306;17;4;0;18;0;12;1050;5;45;2;397;4;19;13;42;12;4;1;0;0;2;57;42;23;9;11;16;2;257;189;42;37;92;12;8;24;205;313;288;38;34;6;16;9;25;2;97;102;123;129;12;357;2;6;0;24;7;4;40;33;5;2;2;103;3;11;7;5;5;7;2;0;0;0;0;222;22;39;11
Otu00071;19;15;0;26;107;73;56;30;9;0;5;57;0;33;47;3;27;35;33;29;48;3;15;0;0;2;5;145;4;6;54;96;12;20;0;2;38;187;35;0;18;12;2;19;31;6;5;1;1;0;0;2;7;2;14;4;0;12;0;31;30;9;19;52;202;3;15;18;30;35;6;18;449;0;15;2;362;18;15;39;3;43;61;664;7;1478;19;23;5;15;19;2;0;15;13;2;133;114;104;5;3;6;1;8;4;0;1;24;24;11
Otu00072;128;18;146;114;0;199;5;155;173;166;247;300;3;0;136;83;54;55;41;66;168;80;65;0;8;87;13;290;41;188;5;12;5;1;0;5;0;0;0;6;0;0;0;0;0;2;63;12;63;8;6;140;14;2;16;7;20;44;49;21;50;18;15;17;32;23;74;9;57;6;117;76;202;99;6;6;148;94;0;8;8;87;5;215;57;82;60;51;4;0;2;33;2;4;6;2;27;18;18;11;25;15;6;6;4;7;6;2;130;73
Otu00073;82;21;0;2;5;0;6;10;14;2;20;0;0;75;9;18;56;135;250;196;17;39;62;0;15;8;62;3;10;41;176;8;14;7;0;3;13;8;55;7;13;0;36;19;28;9;11;0;2;0;0;0;23;13;5;8;18;91;0;250;120;88;167;5;3;125;69;221;107;281;33;142;5;11;21;0;10;65;231;251;32;426;208;44;35;94;24;394;18;23;64;4;3;2;14;31;5;3;5;9;2;3;0;2;0;2;8;3;53;23
Otu00074;182;95;0;44;88;12;343;62;28;3;40;61;3;34;22;4;7;44;47;45;33;23;23;0;19;9;57;135;69;107;171;205;22;207;0;0;18;101;9;0;0;27;4;19;13;18;7;2;0;0;13;0;53;54;58;50;2;111;6;115;58;6;9;144;135;12;13;105;86;15;25;77;225;13;2;11;287;56;330;41;119;40;134;101;29;61;43;42;3;11;8;2;3;77;14;5;7;1;2;3;2;5;6;7;3;14;13;26;37;43
Otu00075;0;5;0;0;0;2;43;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1001;0;0;41;1007;53;2;16;1;1034;123;3;12;0;6;6;56;1;4;0;4;6;0;210;12;11;0;11;0;4;1;383;0;0;0;0;0;2;0;0;0;524;1;0;2;0;0;0;0;0;14;8;28;1;0;0;8;6;8;6;7;126;148;87;0;4;0;2;41;0;0;0
Otu00076;23;137;30;29;12;30;3;46;49;13;37;29;24;0;129;24;8;15;9;23;158;19;15;0;9;15;17;116;3;34;7;3;921;2;33;95;6;5;86;71;27;3;21;10;12;30;17;137;46;70;32;54;65;88;61;17;102;27;7;34;1;91;17;3;8;98;17;4;7;51;15;29;27;22;49;6;29;13;0;66;12;38;8;62;39;73;24;22;89;33;72;106;0;145;24;19;47;33;33;17;37;25;9;2;6;136;82;123;38;23
Otu00077;26;0;11;21;9;31;5;41;36;49;25;0;5;2;28;70;58;12;28;5;64;118;94;17;26;80;30;56;4;21;6;2;87;0;52;190;2;0;148;90;8;0;58;6;7;27;21;79;337;16;1;526;92;74;40;12;28;43;5;57;10;25;90;4;0;107;94;7;1;20;53;25;4;19;205;8;0;3;14;65;9;40;9;3;2;2;0;28;409;10;72;95;13;12;32;124;21;10;13;80;109;45;24;22;17;5;16;2;27;8
Otu00078;0;3;11;47;2;89;4;80;90;12;25;0;6;1;4;52;20;21;9;10;2;30;16;0;0;10;8;2;0;30;4;3;21;1;19;56;13;2;45;145;328;0;5;14;32;97;102;60;66;520;0;175;36;76;17;6;71;8;2;29;6;35;0;0;0;135;31;13;8;26;8;13;0;10;137;0;2;10;0;6;0;8;7;0;5;0;10;5;608;33;40;438;164;0;105;8;90;86;76;8;15;12;64;63;45;0;5;1;37;18
Otu00079;40;1;0;125;306;528;607;67;41;1;157;1;0;176;0;3;0;123;11;1;0;5;0;0;0;0;0;0;0;44;37;9;16;1;0;9;199;5;0;16;49;2;0;173;290;429;258;0;1;10;0;0;77;81;0;0;4;124;0;36;4;0;0;0;0;0;0;17;20;0;0;0;0;0;0;0;0;31;69;1;7;0;11;0;8;1;230;5;2;44;0;2;4;0;189;0;61;49;54;0;0;0;0;0;1;0;0;2;35;0
Otu00080;0;2;2;0;0;0;1;10;3;34;3;1;0;33;1;5;3;8;5;10;0;18;11;0;0;31;9;0;0;24;8;9;455;6;19;228;50;214;202;277;775;179;308;754;457;0;0;4;2;0;0;2;8;9;13;6;7;4;4;9;16;22;60;0;0;25;21;7;7;13;50;47;0;19;19;0;0;0;2;19;0;32;4;0;1;0;5;20;3;42;84;21;1;0;4;13;6;6;8;1;6;2;0;0;1;0;0;0;7;6
Otu00081;1;0;34;13;0;62;0;35;22;48;19;2;1;0;3;75;57;3;0;3;0;36;51;23;10;76;33;0;1;2;1;14;139;0;9;92;0;0;18;74;0;0;8;0;0;3;38;13;67;22;0;222;3;4;16;2;39;7;0;0;0;6;134;0;0;24;129;1;0;2;66;225;0;95;31;0;1;3;0;0;0;198;10;0;23;1;0;224;123;0;110;207;393;0;20;175;28;38;24;173;219;151;153;192;140;6;3;3;4;82
Otu00082;52;9;249;26;0;5;2;13;97;261;144;55;0;0;14;71;18;28;0;5;14;123;52;0;0;39;6;42;1;59;2;0;5;0;0;0;0;0;3;0;0;0;7;0;0;0;1;23;41;0;0;3;1;2;11;7;0;10;2;4;7;5;58;0;3;7;75;0;49;10;94;192;74;80;5;3;244;70;0;39;10;251;0;269;67;319;61;155;3;0;57;2;0;12;0;48;2;2;3;175;321;186;0;0;0;21;13;9;48;181
Otu00083;0;0;141;1;1;0;2;0;4;12;3;0;0;1;1;18;4;0;3;0;0;28;20;0;44;53;42;4;1;15;4;0;51;0;143;18;0;0;13;7;12;0;80;1;0;12;3;446;81;46;0;14;29;7;274;4;396;2;4;36;0;201;44;3;0;199;17;18;2;135;105;167;0;28;162;7;0;1;0;241;6;104;36;0;40;2;3;202;2;2;169;82;39;0;1;102;1;0;3;120;108;80;51;49;37;0;2;0;5;79
Otu00084;21;0;0;26;45;948;1150;56;44;0;34;0;20;25;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;12;12;4;3;0;0;25;1;0;0;0;4;0;13;15;320;171;4;4;0;0;7;57;59;1;0;1;17;0;4;3;1;0;0;0;0;0;4;14;0;0;0;1;0;1;0;0;3;2;0;0;0;0;0;0;0;5;0;0;31;0;0;3;2;230;0;519;402;366;0;5;3;0;6;2;2;1;3;1;0
Otu00085;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;7;0;0;2;2;0;20;0;3;0;1;2;4;0;2;0;69;56;0;0;3;292;87;1;21;8;1;39;11;40;33;269;1;72;15;2;8;0;92;0;1;23;0;21;0;1;0;179;13;20;0;17;0;0;0;1;140;0;0;0;2;22;2;0;23;0;0;0;0;1;123;0;0;10;385;1;37;17;159;72;90;23;24;28;749;550;721;0;27;2;0;0
Otu00086;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;446;34;0;0;2;17;1;0;2;0;13;0;3;2;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;284;0;243;18;680;428;456;32;33;41;649;612;598;8;10;4;0;0
Otu00087;37;210;46;8;8;12;44;4;2;3;1;0;4;0;8;5;1;0;2;2;2;12;7;19;53;10;57;11;1;9;2;42;20;71;0;152;3;72;345;217;29;12;100;13;21;6;8;15;64;3;2;73;4;6;12;44;0;58;0;10;13;9;40;6;0;4;56;7;12;16;25;56;12;16;4;3;31;28;0;17;16;51;2;127;81;320;42;213;73;37;245;254;8;158;22;18;40;21;37;60;47;41;42;63;48;82;35;62;6;24
Otu00088;8;0;7;0;1;1;1412;3;2;0;2;0;0;0;2;10;21;75;98;91;0;18;26;0;833;3;199;0;0;28;37;5;2;0;0;0;0;6;0;2;0;6;1;0;0;1;10;1;0;0;0;0;4;0;6;2;0;6;0;46;159;9;9;21;2;22;18;245;285;7;16;28;0;24;21;2;2;9;34;139;31;13;256;0;0;0;0;5;0;5;3;2;0;90;49;0;6;0;2;3;6;11;2;0;0;0;9;9;28;47
Otu00089;41;3;0;76;107;51;59;123;48;46;35;0;0;36;5;10;21;30;51;51;0;24;58;0;0;8;35;0;2;19;36;12;59;0;2;6;30;2;26;17;24;2;27;50;21;67;56;71;106;12;0;49;125;101;155;41;134;43;2;138;163;95;94;8;1;96;113;54;59;31;26;24;0;24;77;7;1;9;11;14;2;35;13;0;3;0;4;28;131;126;100;38;10;2;127;86;94;57;60;68;41;52;14;19;6;0;16;0;24;33
Otu00090;39;8;38;38;3;8;12;36;8;38;10;0;0;14;16;208;97;30;19;37;8;96;107;0;19;57;11;8;0;32;0;13;19;11;0;9;10;2;33;4;2;0;13;0;3;2;4;1;24;0;5;16;5;10;4;8;11;76;3;33;132;25;118;9;14;325;553;8;103;20;180;129;21;474;55;0;3;26;2;30;2;73;34;5;74;6;21;34;161;9;56;22;3;3;5;6;2;5;5;9;15;12;0;0;0;4;14;1;38;208
Otu00091;11;1;63;8;0;2;0;3;9;101;20;0;0;0;4;433;60;4;12;16;2;112;123;0;61;40;27;4;9;27;5;6;33;1;55;104;0;1;5;9;18;0;9;0;0;1;4;42;83;17;3;26;3;0;26;4;87;0;3;3;2;11;225;6;0;28;318;4;9;14;149;42;0;439;153;5;0;1;0;29;4;65;5;0;13;0;0;83;4;0;38;1;5;2;5;188;10;6;8;200;220;155;5;7;9;0;17;0;27;123
Otu00092;4;4;2;3;8;2;231;8;8;14;8;32;1;4;158;21;24;55;34;51;654;109;116;11;27;61;70;1228;32;55;12;37;23;178;37;2;2;160;22;1;23;5;11;17;6;0;1;0;10;0;0;1;10;0;36;16;9;13;5;16;25;28;17;18;13;37;26;13;13;14;19;17;55;11;13;8;40;3;7;6;1;11;25;19;3;2;3;24;7;9;15;2;0;8;5;2;3;2;2;7;3;4;2;0;2;0;0;1;59;6
Otu00093;6;0;77;4;0;18;1;10;7;75;0;1;0;1;0;126;96;4;0;2;0;32;39;0;45;81;24;0;0;14;5;0;57;0;6;45;0;0;2;72;0;0;2;0;0;1;2;37;56;22;1;42;19;6;164;9;74;8;0;6;4;12;92;0;0;48;150;0;8;14;61;100;0;134;28;0;0;0;2;9;0;157;2;0;42;0;2;295;111;0;127;71;84;0;0;233;6;0;0;352;182;236;92;72;85;0;1;0;15;169
Otu00094;0;0;0;23;0;21;0;17;5;5;0;0;5;0;0;6;3;0;4;2;0;3;7;0;3;3;3;0;1;2;0;0;16;0;51;99;0;0;60;166;46;0;0;0;3;6;48;10;272;39;0;510;2;2;2;5;74;0;0;7;3;0;7;2;0;39;12;2;0;7;0;1;0;3;1174;0;0;0;0;15;0;0;14;0;0;0;0;1;158;6;26;332;200;0;20;23;60;44;26;21;33;31;86;180;188;0;37;4;2;0
Otu00095;0;0;0;0;1;11;0;5;11;2;2;3;170;0;7;17;13;3;0;10;3;22;17;0;0;3;1;0;0;15;0;0;113;3;0;148;10;26;126;71;464;134;130;179;97;61;75;103;71;306;43;265;47;514;18;22;62;0;14;16;3;6;12;6;3;11;7;2;2;0;0;0;0;0;0;3;0;2;2;25;19;1;18;0;0;0;0;0;226;4;5;22;26;14;48;28;57;42;43;30;31;19;24;45;38;5;4;10;7;0
Otu00096;2;2;71;9;0;3;0;9;14;90;19;0;0;0;1;150;66;1;2;5;1;119;73;0;7;153;44;4;0;16;0;0;182;0;32;10;0;0;28;4;0;0;20;0;0;6;2;91;239;0;0;17;23;6;73;14;23;0;1;14;4;64;160;0;1;49;196;7;9;36;138;194;2;226;98;2;0;4;0;60;1;123;8;0;13;0;2;142;4;2;208;6;7;0;5;205;1;0;0;136;136;98;0;0;0;0;0;0;15;215
Otu00097;52;3;13;32;51;30;21;51;25;53;21;0;0;18;0;31;27;23;41;35;4;43;43;22;57;82;141;0;2;94;32;14;46;3;62;20;15;0;20;55;69;1;36;35;24;41;28;41;88;25;0;44;61;44;91;21;96;15;1;47;88;131;49;5;2;122;138;19;12;23;113;35;0;37;180;0;1;9;9;12;2;16;21;0;19;0;4;40;59;65;70;44;30;2;73;57;56;65;56;76;80;81;14;13;10;0;16;1;103;35
Otu00098;18;92;1;19;24;3;36;4;7;15;10;34;0;20;371;30;20;17;42;17;487;68;84;0;0;23;34;149;7;16;8;42;42;50;3;5;17;5;154;27;68;3;143;21;13;10;9;20;21;3;3;3;11;12;36;18;6;65;6;17;23;24;35;17;174;19;23;4;6;6;33;31;172;12;9;8;116;3;4;10;11;47;6;56;21;97;4;78;30;30;60;7;2;56;15;15;10;6;5;43;33;29;2;2;2;75;29;43;10;28
Otu00099;8;0;0;13;21;87;85;80;61;0;32;0;0;21;6;2;13;99;47;470;1;1;9;0;0;0;2;1;0;733;24;0;0;0;0;0;14;0;0;2;0;0;0;17;36;49;202;0;0;0;0;2;69;87;2;0;0;140;1;355;78;1;3;0;0;4;3;57;107;2;2;2;2;3;5;0;0;3;8;1;0;0;1;0;0;0;16;0;0;0;0;0;2;1;33;0;26;8;4;0;0;0;0;0;0;0;0;0;890;6
Otu00100;0;84;0;21;0;33;2;4;8;4;3;4;38;0;7;0;0;1;2;0;8;0;4;0;0;1;119;6;0;1;2;63;1;341;0;0;0;48;1;2;0;9;0;2;0;3;16;6;12;0;132;2;19;0;127;491;0;34;90;0;53;18;33;940;23;0;5;0;5;3;13;32;69;0;0;11;15;5;28;11;77;4;0;10;16;51;5;108;0;0;3;0;0;213;4;15;6;0;1;7;13;12;16;38;2;246;34;67;0;3
Otu00101;2;4;34;12;0;12;1;5;4;36;7;1;0;0;2;91;44;1;3;2;2;89;30;0;7;164;44;5;0;11;1;3;30;1;55;85;0;0;61;203;6;0;10;0;2;3;2;25;178;16;0;130;0;2;17;5;5;0;2;4;0;3;63;0;0;23;102;0;0;4;57;28;0;53;37;0;1;0;1;2;0;40;0;0;17;3;0;94;141;12;140;461;167;2;4;117;24;15;17;112;143;120;133;120;96;5;10;0;24;15
Otu00102;0;2;61;7;0;4;1;6;9;14;5;2;0;3;0;47;25;0;1;0;0;3;11;0;9;18;11;0;2;0;1;3;15;0;20;218;0;1;4;231;0;0;7;0;2;2;11;20;27;84;0;240;5;0;16;0;105;2;0;0;0;1;32;0;0;40;84;3;0;8;37;30;0;170;66;0;0;0;0;5;0;16;11;0;47;0;4;32;127;0;25;60;311;1;0;42;3;5;0;124;87;104;274;361;254;0;2;0;0;144
Otu00103;0;3;1;0;0;1;0;0;9;49;7;185;4;0;140;3;22;0;0;0;15;2;23;0;41;0;24;38;2;0;0;3;8;0;0;0;0;0;138;0;0;0;404;1;8;5;18;332;284;0;5;20;0;2;57;8;0;0;4;0;0;60;146;9;0;1;5;1;0;27;84;99;3;4;0;0;6;0;0;49;9;58;0;0;2;4;0;116;1;0;292;0;0;6;3;133;33;9;7;200;205;109;16;36;8;13;9;8;0;3
Otu00104;6;1;2;10;3;3;1;10;38;9;5;0;0;0;0;10;170;0;0;2;0;5;51;0;3;8;19;0;0;0;1;0;82;1;0;9;2;0;16;3;0;0;11;0;0;0;1;1;6;0;0;3;1;0;6;17;0;9;2;2;0;2;52;3;0;0;3;0;2;2;20;25;0;0;0;0;0;20;0;2;2;85;0;0;10;2;7;334;0;0;106;5;2;1;4;612;5;4;3;781;526;432;2;2;0;0;3;3;7;20
Otu00105;6;4;133;0;3;3;4;2;3;37;2;0;0;0;0;26;14;0;1;3;0;23;43;7;0;56;31;0;0;10;2;2;71;0;17;71;2;0;288;147;82;0;46;2;3;3;4;19;105;25;0;99;11;16;65;4;67;7;0;6;2;36;52;1;0;182;53;2;2;12;33;62;0;53;97;1;0;5;0;24;1;119;16;0;14;0;0;45;235;7;179;110;37;0;6;56;7;4;0;83;37;56;42;33;23;0;4;1;6;258
Otu00106;172;0;81;18;24;42;31;46;27;22;22;0;1;23;0;17;9;20;35;56;1;51;39;0;2;43;43;4;0;86;37;0;30;0;0;5;10;0;5;6;2;0;13;4;3;11;6;10;21;12;0;8;17;26;23;6;23;144;0;64;69;77;18;0;0;162;37;89;109;95;151;125;5;124;71;3;16;50;35;49;4;81;51;19;38;14;19;63;15;31;49;31;19;3;81;22;30;24;14;24;15;17;5;3;0;0;6;0;47;147
Otu00107;0;0;0;19;10;0;6;29;0;2;79;0;0;0;0;6;0;682;19;23;2;3;3;0;0;0;0;0;0;11;0;0;9;0;0;4;12;0;2;9;19;0;0;67;21;33;3;0;0;1;0;0;1056;711;18;3;33;6;1;313;7;57;0;0;0;47;0;12;2;42;6;4;0;9;5;0;0;12;22;6;2;0;18;0;0;0;7;6;9;0;0;0;0;0;10;0;13;12;12;1;0;0;0;5;0;0;0;0;15;0
Otu00108;22;4;28;10;14;3;3;10;17;6;15;0;0;28;3;56;43;31;40;48;0;61;87;0;3;17;33;0;3;26;32;6;14;1;0;5;13;0;15;17;44;0;8;9;7;2;9;0;8;2;0;3;53;40;30;17;55;21;0;60;105;85;26;6;1;86;114;138;121;366;131;144;0;87;64;3;2;135;90;37;5;56;138;3;18;1;16;55;51;57;101;28;8;0;22;6;3;3;4;0;4;11;0;0;0;0;0;0;41;60
Otu00109;9;0;238;9;0;12;1;14;8;60;3;1;0;0;0;108;103;0;2;4;1;34;56;0;68;89;13;0;0;11;0;0;20;1;0;23;0;0;8;13;0;0;1;0;0;0;4;6;54;0;0;6;1;0;2;5;2;11;0;0;0;0;47;0;0;0;29;0;5;1;68;92;0;91;0;0;2;14;0;0;0;284;0;2;93;0;7;464;3;0;84;81;0;4;0;78;0;3;5;370;178;245;0;2;1;4;0;2;3;244
Otu00110;1;2;130;201;0;57;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;25;4;0;0;562;1;0;4;415;0;0;0;0;9;0;9;4;58;11;3;316;0;0;8;6;0;0;0;0;0;0;2;2;0;0;27;0;0;0;0;0;0;14;0;0;2;0;0;0;9;8;1;0;673;1;31;74;80;2;15;86;27;0;1;0;9;3;2;4;4;2;155;340;73;2;5;3;0;14
Otu00111;4;4;188;1;0;1;0;0;6;142;5;0;0;3;0;27;44;0;0;2;0;25;27;0;0;154;43;0;0;15;0;1;65;0;4;12;0;0;8;33;0;0;6;1;0;2;0;5;20;7;0;2;0;1;18;2;11;1;0;1;0;4;111;2;0;10;75;0;2;1;216;201;0;118;33;0;0;8;0;2;0;224;4;0;55;1;0;385;2;2;156;258;48;0;6;149;4;0;1;139;57;103;16;5;18;0;7;0;13;170
